HH Size,HH Income,Mean HH Age,Rent,Latest Subsidy,First Subsidy,Late Fees?,Military,Disability,PrimaryIncome,Negative,Validation Stratified by Negative
1,17946,70.78,595,304,0,N,No,No,SS,0,Training
1,20020,29.47,725,0,0,Y,No,NA,N,0,Training
6,12292,19.28,1181,1042,796,Y,NA,NA,W,0,Training
2,50160,31.33,977,0,0,N,NA,NA,NA,0,Training
3,8645,13.08,891,541,0,N,No,No,W,0,Training
1,19056,38.85,660,0,0,N,NA,NA,SS,0,Training
2,34580,26.51,995,0,0,N,NA,NA,W,0,Training
1,6861,56.31,772,463,706,N,No,NA,CS,0,Training
2,72000,34.28,1215,0,0,Y,NA,NA,NA,0,Training
1,12576,66.34,429,0,0,Y,NA,NA,SI,0,Training
1,2111,50.48,653,592,553,Y,No,Yes,G,0,Training
1,21372,63.28,541,0,0,N,No,No,W,0,Training
1,28800,35.39,893,0,0,Y,NA,NA,NA,0,Training
1,29133,25.49,772,0,0,Y,NA,NA,W,0,Training
1,30624,28.12,701,0,0,N,NA,NA,W,0,Training
1,48000,59.82,1066,0,0,Y,No,No,NA,0,Training
1,19780,32.28,442,0,0,N,NA,NA,W,0,Training
1,12960,,540,0,0,Y,NA,NA,NA,0,Training
1,19680,32.26,820,0,0,N,NA,NA,NA,0,Training
2,16644,23.72,631,0,0,N,NA,NA,N,0,Training
3,12686,38.14,448,0,0,Y,NA,NA,SI,0,Training
1,36520,58.05,1075,0,0,N,NA,NA,NA,0,Training
1,23795,64.12,423,0,0,N,NA,NA,W,0,Training
2,23995,38.01,631,0,0,N,NA,NA,W,0,Training
1,21372,22.22,429,0,0,N,NA,NA,W,0,Training
1,26274,25.06,510,0,0,N,NA,NA,W,0,Training
2,13317,16.53,599,0,0,N,NA,NA,W,0,Training
1,42120,29.23,930,0,0,N,NA,NA,NA,0,Training
2,0,31.28,848,868,599,N,NA,NA,NA,0,Training
2,14348,24.83,849,562,674,Y,NA,NA,U,0,Training
1,10464,68.01,796,545,545,N,NA,NA,SS,0,Training
2,8326,17.71,978,720,950,Y,No,NA,W,0,Training
2,27755,36.55,728,0,0,N,NA,NA,W,0,Training
1,20880,,870,0,0,N,NA,NA,NA,0,Training
1,7644,55.67,382,0,0,N,NA,NA,SI,0,Training
1,2436,34.66,470,423,382,N,NA,NA,NA,0,Training
3,30221,21.75,703,0,0,N,NA,NA,W,0,Training
1,18304,60.35,625,0,0,N,NA,NA,W,0,Training
2,6468,31.14,870,693,847,N,NA,NA,G,0,Training
1,0,,936,325,0,N,No,NA,NA,0,Training
1,8251,47.47,537,0,0,N,NA,NA,SS,0,Training
1,53000,66.45,1009,0,0,N,No,NA,NA,0,Training
1,14560,38.95,600,0,0,N,NA,NA,W,0,Training
2,28827,59.95,442,0,0,N,NA,NA,NA,0,Training
1,33591,46.38,704,0,0,Y,No,NA,W,0,Training
1,9600,58.37,433,0,0,N,NA,NA,SS,0,Training
1,27664,32.84,510,0,0,N,NA,NA,F,0,Training
1,18720,44.71,435,0,0,Y,NA,NA,NA,0,Training
1,27000,29.42,610,0,0,Y,NA,NA,W,0,Training
2,7388,36.47,600,0,0,Y,NA,NA,SI,0,Training
4,6266,24.27,1137,658,679,N,NA,NA,NA,0,Training
1,25942,39.5,450,0,0,Y,NA,NA,NA,0,Training
1,24960,32.54,460,0,0,Y,NA,NA,W,0,Training
1,21510,52.89,569,0,0,Y,No,NA,F,0,Training
1,19512,42.33,813,528.3,460.4,N,No,Yes,NA,0,Training
1,26530,30.72,690,0,0,Y,NA,NA,W,0,Training
1,2436,48.76,672,461,545,Y,No,Yes,G,0,Training
6,12996,23.83,960,0,0,N,NA,NA,W,0,Training
1,10632,,443,0,0,N,NA,NA,NA,0,Training
1,9696,64.65,710,604,559,N,NA,NA,SS,0,Training
1,26512,28.14,520,0,0,N,NA,NA,W,0,Training
1,11640,,485,0,0,N,NA,NA,NA,0,Training
1,8376,24.28,500,0,0,Y,NA,NA,SS,0,Training
1,15456,66.53,430,0,0,Y,NA,NA,SS,0,Training
4,93528,35.61,1274,0,0,N,No,NA,NA,0,Training
4,5633,17.21,1121,1074,967,Y,NA,NA,G,0,Training
1,15928,26.24,495,0,0,N,NA,NA,F,0,Training
2,144000,38.28,1010,0,0,N,NA,NA,NA,0,Training
1,26624,63.41,442,0,0,Y,NA,NA,W,0,Training
3,16016,19,755,164,476,Y,NA,NA,W,0,Training
1,18216,,759,0,0,N,NA,NA,NA,0,Training
9,26897,17.03,1013,0,0,N,No,NA,W,0,Training
1,30000,27.25,830,0,0,N,NA,NA,NA,0,Training
1,23114,56.39,423,0,0,N,NA,NA,W,0,Training
1,38400,30.58,810,0,0,N,NA,NA,NA,0,Training
1,21600,33.68,810,0,0,Y,NA,NA,W,0,Training
1,16292,53.38,478,0,0,N,NA,NA,B,0,Training
1,16716,56.4,630,350,321,Y,NA,NA,SS,0,Training
1,2436,33.62,626,588,574,Y,NA,NA,G,0,Training
2,10800,24.81,875,0,0,N,NA,NA,NA,0,Training
1,11691,29.17,658,511,433,Y,NA,NA,W,0,Training
1,25350,28.13,435,0,0,Y,NA,NA,NA,0,Training
1,6771,25.47,620,533,507,Y,NA,NA,W,0,Training
1,19257,31.73,625,0,0,N,NA,NA,W,0,Training
1,27678,36.81,697,0,0,Y,No,NA,W,0,Training
1,0,61.62,438,236,223,Y,NA,NA,N,0,Training
1,28800,,1200,0,0,N,NA,NA,NA,0,Training
1,6820,20.68,625,500,493,N,NA,NA,W,0,Training
1,2463,48.84,653,438,346,Y,Yes,Yes,G,0,Training
1,9300,70.53,885,708,0,N,NA,NA,SS,0,Training
2,6733,73.74,850,516,229,N,No,No,SS,0,Training
1,1200,36.22,810,763,742,N,No,NA,N,0,Training
1,46592,37.48,900,0,0,Y,NA,NA,NA,0,Training
1,20693,64.78,499,0,0,Y,No,No,NA,0,Training
1,19152,,798,0,0,N,NA,NA,NA,0,Training
1,32000,31.58,870,0,0,Y,NA,NA,NA,0,Training
1,15868,74.65,936,684,0,N,No,NA,SS,0,Training
1,27853,42.96,520,0,0,N,NA,NA,F,0,Training
2,13024,45.22,599,0,0,Y,NA,NA,W,0,Training
1,9750,59.22,623,389,389,N,NA,NA,SS,0,Training
1,1104,56.69,672,45,556,Y,No,Yes,G,0,Training
1,42000,34.15,758,0,0,N,NA,NA,NA,0,Training
3,24393,53.24,725,0,0,N,NA,NA,SS,0,Training
2,21264,65.52,1201,834,0,N,No,NA,NA,0,Training
1,2400,38.22,735,597,0,Y,NA,NA,N,0,Training
1,13200,,550,550,485,N,NA,NA,NA,0,Training
1,0,40.83,50,486,486,N,NA,NA,NA,0,Training
1,2436,53.12,608,23,608,N,NA,NA,NA,0,Training
1,12967,58.07,266,616,0,N,No,Yes,SS,0,Training
1,16714,26.7,395,0,0,N,NA,NA,F,0,Training
2,30900,29.7,927,0,0,Y,NA,NA,W,0,Training
1,9908,50.61,817,596,552,Y,No,NA,SS,0,Training
1,20400,37.22,443,0,0,Y,NA,NA,NA,0,Training
1,2436,63.92,441,440,440,Y,Yes,NA,G,0,Training
1,10008,80.76,936,728,0,N,No,NA,SI,0,Training
2,11328,35.55,750,555,548,Y,NA,NA,SS,0,Training
3,11567,33.68,978,535,656,Y,NA,NA,W,0,Training
1,22080,,920,0,0,N,NA,NA,NA,0,Training
1,7884,45.97,382,0,0,N,NA,NA,SI,0,Training
1,2436,59.01,626,318,592,N,NA,NA,G,0,Training
1,19546,65.54,618,0,0,N,NA,NA,W,0,Training
1,15238,33.82,439,0,0,Y,NA,NA,W,0,Training
1,10128,,422,0,0,N,NA,NA,NA,0,Training
1,33176,36.95,610,0,0,Y,NA,NA,W,0,Training
1,30120,,1255,0,0,N,No,NA,NA,0,Training
1,1128,32.52,653,611,566,N,No,Yes,G,0,Training
3,34000,28.93,915,0,0,N,NA,NA,NA,0,Training
1,5853,26.73,623,418,471,Y,NA,NA,W,0,Training
2,108000,25.99,1300,0,0,N,NA,NA,NA,0,Training
1,1068,26.74,625,527,582,Y,NA,NA,G,0,Training
2,24141,13.9,633,0,0,Y,NA,NA,W,0,Training
1,72000,51.91,1045,0,0,N,NA,NA,NA,0,Training
1,6600,30.28,500,0,0,N,NA,NA,N,0,Training
1,17400,,725,0,0,N,NA,NA,NA,0,Training
1,12948,40.16,850,558,516,Y,No,NA,SS,0,Training
2,23594,27.95,599,0,0,Y,NA,NA,W,0,Training
1,20316,63.56,440,111,0,N,No,Yes,SS,0,Training
2,10715,27.4,995,0,0,N,NA,NA,NA,0,Training
1,10560,26.29,978,0,0,N,NA,NA,NA,0,Training
1,8899,63.84,183,730,0,Y,NA,NA,SS,0,Training
1,2436,56.62,434,246,580,Y,NA,NA,G,0,Training
1,12960,,540,0,0,N,NA,NA,NA,0,Training
1,2436,58.13,565,565,565,N,NA,NA,G,0,Training
1,37200,33.61,890,0,0,N,NA,NA,NA,0,Training
1,25200,44.23,451,0,0,Y,NA,NA,NA,0,Training
1,16800,48.3,474,0,0,Y,No,Yes,NA,0,Training
1,2436,26.22,612,571,551,N,NA,NA,G,0,Training
1,2364,62.71,704,544,561,Y,Yes,No,G,0,Training
1,600,22.99,628,588,578,N,NA,NA,N,0,Training
2,27600,31.16,1150,0,0,N,NA,NA,NA,0,Training
1,18784,31.25,510,0,0,N,NA,NA,F,0,Training
2,1300,30.36,765,0,0,N,NA,NA,NA,0,Training
1,5244,58.55,653,592,475,N,Yes,Yes,G,0,Training
1,1068,51.26,616,410,519,N,NA,NA,G,0,Training
2,13080,,545,0,0,N,NA,NA,NA,0,Training
1,23210,69.47,595,83,0,N,No,NA,SS,0,Training
1,9960,,415,0,0,N,NA,NA,NA,0,Training
1,12667,32.22,825,567,0,N,NA,NA,W,0,Training
1,22360,29.55,695,0,0,Y,NA,NA,W,0,Training
1,13338,57.86,468,0,0,N,NA,NA,SS,0,Training
4,25000,27.96,1300,0,0,Y,No,NA,NA,0,Training
1,8088,53.74,446,0,0,N,NA,NA,SS,0,Training
1,1212,53.39,638,588,519,Y,NA,NA,G,0,Training
1,14269,73.27,595,352,0,N,NA,NA,SS,0,Training
1,12264,68.36,936,674,0,N,No,NA,SS,0,Training
2,21696,,904,0,0,N,NA,NA,NA,0,Training
1,8520,67.24,760,609,609,N,NA,NA,SI,0,Training
2,28800,,1200,0,0,N,NA,NA,NA,0,Training
1,3912,31.16,645,645,645,N,NA,NA,N,0,Training
1,17976,,749,0,0,N,NA,NA,NA,0,Training
1,18304,50.4,439,0,0,Y,No,No,W,0,Training
1,19832,73.05,556,0,0,N,NA,NA,SS,0,Training
1,3492,48.01,645,645,645,N,NA,NA,N,0,Training
1,3168,61.18,720,82,623,Y,No,Yes,NA,0,Training
1,33500,37.85,870,0,0,Y,NA,NA,NA,0,Training
1,38000,60.75,612,0,0,N,NA,NA,NA,0,Training
1,2436,60.85,775,543,486,Y,NA,NA,G,0,Training
2,22000,32.02,999,0,0,N,NA,NA,NA,0,Training
1,20202,55.53,540,0,0,N,NA,NA,F,0,Training
1,65000,27.56,977,0,0,N,NA,NA,NA,0,Training
1,25012,37.63,703,0,0,N,NA,NA,W,0,Training
1,6480,59.28,765,572,621,Y,NA,NA,N,0,Training
1,9378,30.81,445,0,0,Y,NA,NA,F,0,Training
1,780,24.61,658,368,593,Y,NA,NA,N,0,Training
1,9768,69.25,918,718,0,N,NA,NA,SI,0,Training
3,23939,33.34,835,0,0,Y,NA,NA,W,0,Training
1,8796,61.03,850,353,620,N,No,Yes,SI,0,Training
1,21232,45.64,599,0,0,Y,No,NA,W,0,Training
1,21840,33.48,670,0,0,Y,NA,NA,W,0,Training
6,12005,22.51,849,764,455,Y,No,NA,W,0,Training
1,10752,46.39,248,695,0,Y,No,No,SS,0,Training
1,1140,53.21,515,499,443,Y,No,No,G,0,Training
1,7440,34.11,623,362,623,N,NA,NA,NA,0,Training
1,20760,24.34,622,0,0,Y,NA,NA,N,0,Training
1,12900,49.33,455,0,0,Y,No,Yes,SI,0,Training
1,23406,32.85,723,0,0,Y,NA,NA,W,0,Training
1,1212,58,606,555,508,Y,NA,NA,G,0,Training
1,36000,32.22,1030,0,0,N,NA,NA,NA,0,Training
3,11200,34.64,977,314,722,Y,NA,NA,W,0,Training
1,18200,21.56,429,0,0,N,No,NA,W,0,Training
1,1068,46.27,626,571,603,N,No,No,G,0,Training
1,10860,58.62,850,588,568,Y,No,Yes,SS,0,Training
2,44000,38.34,1365,0,0,N,NA,NA,NA,0,Training
6,26218,16.81,871,0,0,Y,NA,NA,W,0,Training
1,13080,,545,0,0,N,NA,NA,NA,0,Training
4,18098,18.57,1350,1070,1058,Y,No,NA,W,0,Training
1,984,48.17,50,486,486,N,NA,NA,G,0,Training
1,8088,40.76,432,0,0,Y,NA,NA,SS,0,Training
1,15725,37.33,439,0,0,Y,No,NA,W,0,Training
1,10745,55.21,577,293,325,Y,NA,NA,NA,0,Training
2,23400,29.39,1000,0,0,N,NA,NA,NA,0,Training
1,9780,28.67,850,617,597,Y,NA,NA,SS,0,Training
1,40000,71.53,600,0,0,N,No,NA,NA,0,Training
3,29340,50.23,1392,1051,645,Y,No,NA,NA,0,Training
2,39360,34.53,900,0,0,N,NA,NA,NA,0,Training
2,30390,34.55,826,0,0,N,NA,NA,W,0,Training
1,13361,60.74,403,0,0,N,NA,NA,B,0,Training
3,32448,22.09,631,0,0,N,NA,NA,W,0,Training
1,10529,59.97,885,669,0,N,NA,NA,SS,0,Training
2,21783,21.39,783,500,500,Y,NA,NA,W,0,Training
1,20933,33.22,466,0,0,N,NA,NA,F,0,Training
1,2052,25.55,1084,224,0,N,No,NA,G,0,Training
1,16596,89.78,936,612,0,N,No,NA,SS,0,Training
1,34000,29.93,650,0,0,N,NA,NA,W,0,Training
1,16032,,668,433,570,Y,NA,NA,NA,0,Training
2,51996,42.72,1100,0,0,N,NA,NA,NA,0,Training
1,11652,63.41,459,0,0,Y,NA,NA,SS,0,Training
1,3168,50.67,720,720,608,N,No,Yes,NA,0,Training
1,9568,37.55,709,659,384,Y,No,No,N,0,Training
2,67000,38.85,1260,0,0,N,NA,NA,NA,0,Training
1,10440,,435,0,0,N,NA,NA,NA,0,Training
1,13390,28.22,380,0,0,N,NA,NA,F,0,Training
3,20587,9.85,793,729,214,Y,NA,NA,W,0,Training
1,26084,23.01,700,0,0,N,NA,NA,W,0,Training
1,9060,64.22,193,708,0,N,No,No,SS,0,Training
1,27456,35.98,670,0,0,Y,NA,NA,W,0,Training
1,1068,32.22,616,557,519,Y,NA,NA,G,0,Training
1,34008,63.44,663,0,0,N,NA,NA,W,0,Training
2,33427,39.5,1083,0,0,N,No,No,NA,0,Training
2,30000,33.52,989,0,0,Y,NA,NA,NA,0,Training
1,14040,38.22,426,0,0,Y,NA,NA,W,0,Training
1,31619,32.09,670,0,0,Y,NA,NA,W,0,Training
1,18680,63.27,432,0,0,Y,No,No,N,0,Training
2,26700,36.15,1260,0,0,N,NA,NA,NA,0,Training
1,19200,29.27,618,0,0,N,NA,NA,W,0,Training
1,15800,56.13,650,424,409,N,NA,NA,W,0,Training
3,20622,14.64,828,0,0,Y,No,NA,W,0,Training
2,3100,29.24,1155,0,0,N,NA,NA,NA,0,Training
3,24000,24.9,1300,0,0,Y,No,NA,NA,0,Training
1,16464,40.32,552,0,0,Y,No,NA,SS,0,Training
1,14424,25.99,891,485,0,Y,NA,NA,W,0,Training
1,27565,72.29,575,0,0,N,NA,NA,SS,0,Training
1,28796,28.65,977,0,0,N,NA,NA,NA,0,Training
1,15000,47.92,480,0,0,N,NA,NA,N,0,Training
1,26829,25.22,765,765,207,Y,NA,NA,W,0,Training
5,4236,12.97,1176,0,0,Y,No,NA,CS,0,Training
1,7544,77.04,478,0,0,Y,No,Yes,SS,0,Training
4,46438,20.88,1181,0,0,N,NA,NA,W,0,Training
1,26325,40.67,632,0,0,Y,NA,NA,W,0,Training
4,37161,23.79,796,0,0,N,NA,NA,W,0,Training
1,20980,37.32,580,0,0,N,NA,NA,W,0,Training
1,10938,47.34,478,0,0,N,NA,NA,SS,0,Training
2,13377,25.8,831,0,0,N,NA,NA,W,0,Training
1,2436,58.42,405,361,362,N,NA,NA,G,0,Training
1,45000,47.06,1365,0,0,N,NA,NA,NA,0,Training
1,3000,22.96,612,549,557,Y,NA,NA,G,0,Training
2,48000,30.36,1130,0,0,N,NA,NA,NA,0,Training
1,4160,22.38,679,273,544,Y,No,No,G,0,Training
1,24280,23.69,757,0,0,N,NA,NA,N,0,Training
1,13236,36.04,478,0,0,N,NA,NA,N,0,Training
1,16536,36.52,480,0,0,N,NA,NA,U,0,Training
1,17890,66.68,449,0,0,N,NA,NA,SS,0,Training
1,26800,25.22,690,0,0,Y,NA,NA,W,0,Training
2,48000,27.85,1300,0,0,N,NA,NA,NA,0,Training
1,10800,37.22,515,0,0,Y,NA,NA,NA,0,Training
1,19512,59.01,813,552.6,481.1,N,No,Yes,NA,0,Training
1,8652,52.01,478,0,0,N,NA,NA,SI,0,Training
2,31200,21.02,625,0,0,N,NA,NA,W,0,Training
4,38706,15.62,831,0,0,N,NA,NA,W,0,Training
1,72000,53.02,930,0,0,N,NA,NA,NA,0,Training
1,29556,66.05,704,0,0,N,NA,NA,W,0,Training
2,14447,47.96,765,0,0,N,NA,NA,SS,0,Training
1,15000,38.19,493,0,0,Y,NA,NA,W,0,Training
1,23005,27.85,429,0,0,N,NA,NA,W,0,Training
1,1128,36.26,653,592,566,Y,No,Yes,G,0,Training
5,6600,15.55,1174,925,1011,Y,NA,NA,CS,0,Training
1,10692,70.45,720,84,608,Y,NA,NA,NA,0,Training
1,2436,46.45,626,416,592,N,No,No,G,0,Training
1,23552,41.28,755,0,0,Y,NA,NA,W,0,Training
1,10284,57.62,850,603,583,N,No,Yes,SS,0,Training
1,1068,65.28,565,565,550,N,NA,NA,NA,0,Training
6,20550,16.98,980,811,912,Y,NA,NA,B,0,Training
1,8748,55.87,430,0,0,N,Yes,NA,NA,0,Training
1,13440,,560,0,0,N,NA,NA,NA,0,Training
1,22147,55.58,456,0,0,N,NA,NA,NA,0,Training
3,6660,31.73,832,832,639,Y,No,NA,W,0,Training
1,90000,60.89,815,0,0,N,NA,NA,NA,0,Training
1,23725,30.73,421,0,0,Y,NA,NA,F,0,Training
1,14400,,600,0,0,N,NA,NA,NA,0,Training
2,33542,14.59,831,0,0,Y,NA,NA,W,0,Training
2,11652,33.13,859,674,610,Y,NA,NA,SS,0,Training
1,14160,,590,0,0,N,NA,NA,NA,0,Training
1,20547,58.02,850,412,398,N,Yes,Yes,SS,0,Training
3,34560,33.57,985,0,0,Y,NA,NA,NA,0,Training
1,8376,59.4,478,0,0,N,No,Yes,SI,0,Training
1,9294,54.71,405,0,0,N,NA,NA,SS,0,Training
1,25000,30.22,699,0,0,N,NA,NA,NA,0,Training
1,31200,60.38,920,0,0,Y,No,NA,NA,0,Training
1,7538,57.59,750,587,587,Y,NA,NA,SI,0,Training
1,16478,59.3,830,505,451,N,No,Yes,W,0,Training
2,32000,43.43,870,0,0,N,NA,NA,NA,0,Training
1,10640,59.43,675,440,416,N,NA,NA,SS,0,Training
1,1068,51.85,608,608,608,N,NA,NA,NA,0,Training
1,3492,51.44,645,645,645,N,NA,NA,N,0,Training
1,12000,45.43,850,517,639,Y,NA,NA,NA,0,Training
2,13525,24.88,1030,0,0,Y,NA,NA,NA,0,Training
1,6132,51.14,450,450,450,N,NA,NA,N,0,Training
1,18512,41.42,552,0,0,Y,NA,NA,U,0,Training
1,18148,37.08,474,0,0,Y,NA,NA,U,0,Training
1,20116,48.15,587,0,0,Y,NA,Declined,W,0,Training
2,57000,57.62,1200,0,0,Y,NA,NA,NA,0,Training
1,11052,42.78,629,517,350,Y,No,Yes,SI,0,Training
1,25968,30.05,690,0,0,Y,NA,NA,W,0,Training
2,21096,,879,0,0,N,NA,NA,NA,0,Training
1,22344,25.01,977,0,0,N,NA,NA,NA,0,Training
1,23073,25.27,570,0,0,Y,NA,NA,W,0,Training
7,17500,15.85,989,0,0,N,No,NA,W,0,Training
2,19200,31.12,1290,0,0,Y,NA,NA,NA,0,Training
1,8088,60.96,827,636,581,Y,No,Yes,SI,0,Training
2,22800,25.98,1210,0,0,Y,NA,NA,NA,0,Training
3,19936,34.1,755,0,0,Y,No,NA,W,0,Training
1,26913,60.83,478,0,0,N,NA,NA,B,0,Training
1,1200,40.22,742,682,659,Y,No,No,N,0,Training
1,9360,64.71,885,677,0,Y,NA,NA,NA,0,Training
1,15080,53.57,692,231,290,Y,NA,NA,N,0,Training
1,9091,53.76,813,565.2,535.72,Y,Yes,Yes,NA,0,Training
1,28200,,1175,0,0,Y,NA,NA,NA,0,Training
1,2436,27.24,626,416,574,N,NA,NA,NA,0,Training
5,23400,14.62,919,0,0,N,NA,NA,W,0,Training
1,8621,58.09,411,0,0,Y,NA,NA,SS,0,Training
1,9600,53.82,1070,0,0,N,NA,NA,NA,0,Training
1,20105,32.08,418,0,0,N,NA,NA,W,0,Training
1,15768,78.56,595,228,0,N,No,No,SS,0,Training
1,10632,,443,0,0,N,NA,NA,NA,0,Training
2,30000,27.68,1000,0,0,N,NA,NA,NA,0,Training
2,16471,28.05,920,0,0,Y,NA,NA,W,0,Training
2,23000,29.11,1200,0,0,Y,NA,NA,NA,0,Training
1,0,27.27,612,552,582,Y,NA,NA,NA,0,Training
2,18531,30.86,758,0,0,Y,NA,NA,NA,0,Training
1,12272,25.75,418,0,0,Y,NA,NA,W,0,Training
2,15000,34.22,699,0,0,N,NA,NA,NA,0,Training
1,20991,65.36,482,0,0,Y,NA,NA,N,0,Training
1,22263,24.9,605,0,0,Y,No,No,W,0,Training
1,20482,33.43,569,0,0,N,Yes,NA,PE,0,Training
2,29000,31.92,1100,0,0,N,NA,NA,NA,0,Training
1,26302,82.13,595,7,0,N,No,No,SS,0,Training
1,7886,21.58,625,240,350,Y,NA,NA,W,0,Training
5,22376,27.67,1390,521,592,Y,No,No,W,0,Training
1,24000,58.73,428,0,0,N,NA,NA,NA,0,Training
1,16744,37.84,675,0,0,Y,NA,NA,W,0,Training
6,23961,14.19,923,0,0,Y,NA,NA,W,0,Training
2,46000,39.4,1020,0,0,N,NA,NA,NA,0,Training
1,1104,58.24,628,567,556,N,NA,NA,G,0,Training
2,28800,,1200,0,0,N,NA,NA,NA,0,Training
1,17775,64.61,434,0,0,N,No,NA,W,0,Training
1,1128,53.17,653,592,566,N,Yes,NA,G,0,Training
1,3168,52.06,720,720,608,N,No,Yes,NA,0,Training
1,6100,52.7,653,0,0,Y,No,No,B,0,Training
4,4800,25.28,1265,0,0,N,NA,NA,NA,0,Training
1,2436,,608,2,608,N,NA,NA,NA,0,Training
1,2436,30.22,575,442,471,N,NA,NA,G,0,Training
1,2364,62.41,704,494,568,Y,No,No,G,0,Training
1,10092,59.57,421,0,0,N,NA,NA,SS,0,Training
1,21498,52.05,429,0,0,Y,No,No,W,0,Training
2,45360,32.05,820,0,0,Y,NA,NA,NA,0,Training
2,30276,35.71,1019,0,0,N,NA,NA,NA,0,Training
2,19691,16.8,699,0,0,Y,No,No,W,0,Training
1,2436,51.96,744,683,622,Y,No,Yes,G,0,Training
1,1128,48.84,607,592,552,N,NA,NA,G,0,Training
1,1152,56.12,539,478,486,N,NA,NA,G,0,Training
1,2436,28.22,593,546,546,N,NA,NA,G,0,Training
1,21576,56.78,460,0,0,N,NA,NA,SS,0,Training
1,15204,43.01,569,257,177,N,NA,NA,SS,0,Training
5,29607,23.92,964,0,0,N,No,No,W,0,Training
1,10678,70.76,438,0,0,Y,No,Yes,SS,0,Training
1,2436,65.94,696,450,566,Y,NA,NA,G,0,Training
1,14971,65.39,595,249,0,N,Yes,No,SS,0,Training
3,21480,46.47,895,340,0,Y,NA,NA,NA,0,Training
2,47400,27.16,1360,0,0,N,NA,NA,NA,0,Training
1,14625,32.42,765,492,425,N,NA,NA,W,0,Training
3,14400,24.13,907,907,907,N,NA,NA,W,0,Training
2,54000,44.79,1099,0,0,N,NA,NA,NA,0,Training
1,7328,62.84,625,625,600,N,NA,NA,NA,0,Training
2,23920,17.89,575,0,0,Y,NA,NA,W,0,Training
2,35000,32.24,1125,0,0,N,NA,NA,NA,0,Training
1,16868,25.65,576,0,0,Y,NA,NA,W,0,Training
1,15820,44.34,422,0,0,N,NA,NA,W,0,Training
1,13680,53.16,432,0,0,N,NA,NA,SS,0,Training
1,26828,46.12,598,494,350,Y,No,No,W,0,Training
1,14935,76.18,936,640,0,N,No,NA,SS,0,Training
1,7644,46,671,447,374,Y,NA,NA,SI,0,Training
1,25350,43.47,460,0,0,N,NA,NA,F,0,Training
2,120000,39.65,1200,0,0,N,NA,NA,NA,0,Training
3,2000,27.97,1150,0,0,N,NA,NA,NA,0,Training
1,3000,20.34,625,562,562,Y,NA,NA,G,0,Training
1,95184,63.32,855,0,0,N,NA,NA,NA,0,Training
1,17280,53.93,450,0,0,Y,NA,NA,NA,0,Training
1,10405,55.39,430,0,0,N,NA,NA,SI,0,Training
2,36876,30.6,1170,0,0,N,NA,NA,NA,0,Training
1,15480,,645,0,0,N,NA,NA,NA,0,Training
1,1152,63.53,660,599,515,N,NA,NA,G,0,Training
1,17212,46.85,735,741,0,N,NA,NA,U,0,Training
1,3912,57,645,645,645,N,NA,NA,N,0,Training
1,6924,54.35,643,643,421,Y,NA,NA,N,0,Training
2,27600,,1150,0,0,Y,NA,NA,NA,0,Training
1,3924,60.61,645,645,645,N,NA,NA,N,0,Training
2,28800,38,1200,0,0,N,NA,NA,NA,0,Training
2,29040,,1210,0,0,N,NA,NA,NA,0,Training
5,7845,23.18,871,499,719,Y,NA,NA,CS,0,Training
2,35500,26.55,699,0,0,N,NA,NA,W,0,Training
4,15377,19.85,978,399,875,Y,NA,NA,G,0,Training
1,13805,44.79,426,0,0,Y,NA,NA,W,0,Training
1,11088,69.43,438,0,0,N,No,No,SI,0,Training
2,53000,33.93,1300,0,0,N,NA,NA,NA,0,Training
4,8840,33.65,945,597,482,Y,NA,NA,W,0,Training
1,7852,50.3,420,204,214,Y,NA,NA,SS,0,Training
2,32408,20.02,848,0,0,Y,No,NA,W,0,Training
1,31200,35.68,625,0,0,N,NA,NA,W,0,Training
1,1128,42.81,653,153,566,N,No,NA,G,0,Training
1,15275,41.99,850,498,462,Y,No,Yes,SS,0,Training
2,36000,30.58,1270,0,0,N,NA,NA,NA,0,Training
2,30867,38.36,850,0,0,Y,NA,NA,W,0,Training
1,17280,,720,431,691,N,NA,NA,NA,0,Training
1,2436,34.1,616,555,538,N,NA,NA,G,0,Training
1,1212,52.44,628,577,549,Y,Yes,NA,G,0,Training
3,36477,24.04,845,0,0,Y,NA,NA,NA,0,Training
1,3528,51.79,720,720,623,N,No,Yes,NA,0,Training
1,7656,31.79,447,203,246,Y,NA,NA,SI,0,Training
1,17736,,739,0,0,N,NA,NA,NA,0,Training
1,31443,39.53,625,0,0,N,NA,NA,W,0,Training
1,47000,30.22,820,0,0,N,NA,NA,NA,0,Training
1,19738,70.37,595,170,0,N,No,No,SS,0,Training
4,20732,23.9,855,0,0,N,NA,NA,W,0,Training
1,18576,27.85,456,0,0,Y,NA,NA,NA,0,Training
1,10420,33.17,548,0,0,Y,NA,NA,SI,0,Training
2,21600,50.63,940,0,0,N,NA,NA,NA,0,Training
1,27206,29.83,435,0,0,Y,NA,NA,NA,0,Training
1,9532,67.14,430,0,0,Y,No,No,SS,0,Training
4,34000,48.48,1100,0,0,N,NA,NA,NA,0,Training
1,3168,56.54,623,623,608,N,NA,NA,NA,0,Training
1,9060,84.48,411,0,0,N,NA,NA,SS,0,Training
1,9960,,415,0,0,N,NA,NA,NA,0,Training
3,27716,22.09,1185,0,0,Y,NA,NA,U,0,Training
2,22509,37.03,867,228,225,N,NA,NA,W,0,Training
